Encoder 1,Encoder 2,Control Signal 1,Control Signal 2,PID Speed Control,Motor Speed 1,Motor Speed 2
0,0,51.0,51.0,0.0,71.0,71.0
7,6,1.0,0.898,0.010506000000000033,20.989494,20.908506
20,26,0.08199999999999996,0.2839999999999999,-0.030903999999999845,20.112904,20.253096
38,46,-0.65,-1.362,0.09343600000000016,19.256564,18.731436
47,56,-0.682,-1.2040000000000002,-0.016822000000000115,19.334822000000003,18.779177999999998
64,74,-0.40800000000000003,-0.2260000000000001,-0.06981200000000042,19.661811999999998,19.704188000000002
83,90,-0.8420000000000002,-0.7580000000000001,0.010500000000000259,19.1475,19.2525
96,105,-0.774,-0.688,0.00040999999999975496,19.22559,19.31241
111,122,-0.6020000000000001,-0.8200000000000001,0.03183600000000021,19.366163999999998,19.211836
123,136,-0.732,-1.056,0.012572000000000173,19.255428000000002,18.956571999999998
135,152,-0.558,-0.6840000000000002,-0.01809800000000003,19.460098,19.297902
152,169,-0.3800000000000001,-0.814,0.03355199999999999,19.586448,19.219552
163,182,-0.912,-1.15,-0.017002000000000145,19.105002000000002,18.832998
180,199,-0.842,-0.7780000000000001,-0.028269999999999955,19.18627,19.193730000000002
197,220,-0.872,-1.112,0.033178000000000214,19.094822,18.921177999999998
208,236,-0.8000000000000002,-1.248,0.024441999999999853,19.175558,18.776442
222,253,-0.726,-1.284,0.015419999999999953,19.258580000000002,18.73142
237,268,-0.956,-1.2180000000000002,-0.02550999999999993,19.06951,18.75649
251,282,-1.1900000000000002,-1.1500000000000001,-0.026754000000000316,18.836754,18.823246
268,296,-0.8160000000000001,-0.8760000000000001,0.013706000000000513,19.170294000000002,19.137705999999998
285,312,-1.046,-0.902,-0.01724600000000005,18.971246,19.080754
296,323,-1.076,-1.0300000000000002,0.01310399999999991,18.910896,18.983103999999997
314,343,-1.004,-1.058,0.013557999999999794,18.982442,18.955558
326,356,-1.338,-1.596,0.02462400000000007,18.637376,18.428624
342,371,-1.066,-1.022,-0.026623999999999953,18.960624,18.951376000000003
358,388,-0.992,-1.048,0.013832000000000153,18.994168,18.965832
371,402,-1.324,-1.584,0.024899999999999714,18.6511,18.4409
384,417,-1.05,-1.314,0.00517200000000014,18.944827999999998,18.691172
394,428,-1.1780000000000002,-1.4460000000000002,0.005448000000000143,18.816551999999998,18.559448
408,440,-0.9000000000000001,-0.9680000000000001,-0.01528399999999992,19.115284000000003,19.016716
419,455,-0.9220000000000002,-0.9900000000000001,0.004783999999999647,19.073216,19.014784000000002
436,474,-1.4540000000000002,-1.624,0.015358000000000035,18.530642,18.391358
448,486,-1.486,-1.76,0.016040000000000283,18.49796,18.25604
458,497,-0.906,-1.082,-0.004179999999999887,19.098180000000003,18.913819999999998
473,511,-0.8240000000000001,-1.308,0.03751999999999963,19.138479999999998,18.72952
487,529,-1.6580000000000001,-1.4360000000000002,-0.06551399999999995,18.407514,18.498486
