Encoder 1,Encoder 2,Control Signal 1,Control Signal 2,PID Speed Control,Motor Speed 1,Motor Speed 2
575,643,7.364000000000001,6.9319999999999995,0.04061800000000047,27.323382,26.972618
594,665,7.742000000000001,7.100000000000001,0.03207999999999975,27.70992,27.132080000000002
607,679,6.802,6.864,-0.060790000000000045,26.86279,26.80321
623,696,7.476,7.134,0.051160000000000004,27.42484,27.18516
634,710,7.246,6.798000000000001,0.022020000000000182,27.22398,26.820020000000003
652,729,7.521999999999999,7.17,0.00197999999999964,27.52002,27.17198
664,739,6.886,6.734000000000001,-0.008667999999999926,26.894668,26.725332
681,757,7.156000000000001,7.106,0.0009779999999999685,27.155022,27.106978
694,773,7.228,6.771999999999999,0.05304600000000061,27.174954,26.825046
707,789,7.098000000000001,6.738,0.003013999999999642,27.094986,26.741014
724,805,7.17,6.9079999999999995,0.0028800000000001116,27.16712,26.910880000000002
743,823,6.835999999999999,6.878,-0.0183700000000002,26.85437,26.85963
762,846,7.006,6.643999999999999,0.05360000000000037,26.9524,26.697599999999998
775,858,6.670000000000001,6.304,0.013973999999999789,26.656026,26.317974000000003
785,868,7.042,6.978000000000001,-0.017165999999999952,27.059166,26.960834000000002
801,885,7.1160000000000005,6.85,0.03390399999999982,27.082096,26.883904
815,900,6.886000000000001,6.618,0.014176000000000256,26.871824000000004,26.632176
835,925,6.958,6.484000000000001,0.0354619999999996,26.922538,26.519462
849,939,6.216000000000001,5.736000000000001,0.015954000000000385,26.200046,25.751954
866,961,6.888,6.606,-0.004560000000000402,26.89256,26.60144
878,975,6.859999999999999,6.372000000000001,0.036740000000000314,26.823259999999998,26.40874
894,992,6.628,6.236,0.006739999999999991,26.62126,26.24274
910,1006,6.698,6.404,0.006638000000000106,26.691362,26.410638
921,1019,6.77,6.678,-0.004074000000000178,26.774074,26.673926
938,1038,6.844,6.448,0.04753000000000021,26.79647,26.495530000000002
952,1053,6.5120000000000005,6.418,-0.01357999999999996,26.52558,26.40442
968,1071,6.377999999999999,5.47,0.10055600000000002,26.277444,25.570556
982,1090,6.752,6.442,-0.041530000000000254,26.79353,26.40047
997,1105,6.42,5.904,0.03979800000000032,26.380202,25.943798
1010,1119,6.898,6.58,-0.0006800000000000313,26.89868,26.57932
1025,1139,6.569999999999999,6.25,0.019643999999999894,26.550356,26.269644
1040,1154,6.337999999999999,5.71,0.05148799999999999,26.286512000000002,25.761488
1055,1169,6.408,6.077999999999999,-0.009377999999999814,26.417378,26.068622
1069,1182,6.072,6.148000000000001,-0.02106600000000023,26.093066,26.126934
1081,1196,6.852,6.424,0.07137000000000016,26.78063,26.49537
1097,1215,6.526000000000001,5.992000000000001,0.03231599999999982,26.493684,26.024316000000002
1108,1228,6.398,5.960000000000001,0.012361999999999996,26.385638,25.972362
1118,1240,6.574,6.336,0.0018000000000000758,26.5722,26.337799999999998
1131,1255,6.651999999999999,6.006,0.06406200000000013,26.587938,26.070062
1151,1272,6.426,6.180000000000001,-0.01729199999999985,26.443292000000003,26.162708
1161,1284,5.992,5.644,0.033460000000000045,25.95854,25.67746
1179,1301,6.0600000000000005,6.016,-0.007703999999999829,26.067704000000003,26.008295999999998
1191,1315,6.232,5.9879999999999995,0.04333999999999959,26.18866,26.03134
1208,1337,6.51,5.8580000000000005,0.06560799999999978,26.444391999999997,25.923608
1222,1354,5.57,4.91,0.02628400000000028,25.543716,24.936284
1240,1374,6.1419999999999995,5.678000000000001,0.005955999999999857,26.136044,25.683956000000002
1248,1384,6.114,5.646000000000001,0.026432000000000143,26.087568,25.672432
1262,1400,6.29,5.92,0.01640599999999975,26.273594,25.936406
1275,1416,6.061999999999999,5.18,0.07931200000000005,25.982687999999996,25.259312
1289,1433,6.2379999999999995,5.956,-0.03280599999999978,26.270806,25.923194
1306,1450,6.112,5.422,0.06950000000000014,26.0425,25.491500000000002
1321,1467,5.882000000000001,5.694,-0.022315999999999874,25.904316,25.671684
1336,1481,5.546,4.952,0.0698899999999999,25.47611,25.02189
1351,1498,5.816,5.624,-0.011522000000000095,25.827522,25.612478
1361,1509,5.99,5.494,0.06018200000000022,25.929818,25.554182
1377,1526,5.964,5.77,-0.0008280000000003042,25.964828,25.769171999999998
1391,1542,5.734,5.134,0.07138400000000025,25.662616,25.205384000000002
1407,1559,5.806,5.404,0.010989999999999979,25.79501,25.41499
1419,1573,5.4719999999999995,5.0680000000000005,0.031397999999999905,25.440602000000002,25.099398
1435,1590,5.744,5.134,0.052819999999999964,25.69118,25.18682
1451,1610,5.716,5.406,0.001930000000000303,25.71407,25.40793
1468,1627,5.688,4.867999999999999,0.08476999999999982,25.60323,24.952769999999997
1479,1638,5.558,5.34,-0.027416000000000017,25.585416,25.312584
1496,1657,5.732,5.311999999999999,0.05380800000000019,25.678192,25.365807999999998
1510,1672,5.196000000000001,4.774,0.0342339999999999,25.161766,24.808234000000002
1524,1690,5.364000000000001,4.94,0.0346619999999999,25.329338,24.974662000000002
1540,1709,5.536,4.702,0.07711600000000039,25.458884,24.779116
1554,1723,5.406000000000001,5.072,-0.01455000000000034,25.42055,25.05745
1572,1744,5.478,4.838,0.06730200000000011,25.410698,24.905302000000002
1584,1760,5.348,4.702,0.037960000000000035,25.310039999999997,24.73996
1595,1771,5.42,4.768,0.03862400000000004,25.381376000000003,24.806624
1611,1792,5.698,5.244,0.018281999999999972,25.679718,25.262282
1628,1810,5.37,4.505999999999999,0.08076600000000003,25.289234,24.586766
1640,1826,4.934,4.3660000000000005,0.010142000000000075,24.923858000000003,24.376141999999998
1654,1841,5.204,4.632,0.040722000000000154,25.163278000000002,24.672721999999997
1673,1861,5.378,5.108,0.009787999999999693,25.368212,25.117788
1685,1873,4.8420000000000005,4.064,0.09258199999999991,24.749418,24.156582
1699,1888,5.52,5.1419999999999995,0.0013600000000001458,25.518639999999998,25.14336
1718,1908,5.2940000000000005,4.609999999999999,0.07325600000000011,25.220744,24.683256
1841,2040,4.656,4.3740000000000006,0.0019339999999995472,24.654066,24.375934
1851,2053,-5.888000000000001,-7.290000000000001,0.1577760000000003,13.954223999999998,12.867776
1865,2068,4.8839999999999995,4.38,-0.04531599999999978,24.929316,24.334684
1882,2087,5.06,4.554,0.04519399999999954,25.014806,24.599194
1895,2102,4.628,3.9159999999999995,0.06671800000000033,24.561282,23.982718000000002
1908,2117,4.596,4.082,0.026435999999999973,24.569564,24.108436
1923,2135,4.9719999999999995,4.456,0.04695600000000027,24.925044,24.502956
1939,2149,4.642,3.8179999999999996,0.07899600000000001,24.563004,23.896995999999998
1950,2164,4.7139999999999995,4.29,0.0078199999999998,24.70618,24.297819999999998
1962,2178,4.89,4.262,0.06925600000000008,24.820744,24.331256
1977,2196,4.866,4.336,0.039390000000000126,24.82661,24.37539
3101,3334,4.5360000000000005,3.596,0.09195000000000003,24.44405,23.68795
3115,3348,-108.204,-109.97000000000001,0.13696800000000192,0,0
3126,3358,2.164,1.596,-0.06726000000000178,22.231260000000002,21.52874
3141,3371,2.4379999999999997,2.2760000000000002,0.0112899999999998,22.42671,22.28729
3152,3385,2.208,1.746,0.08295200000000011,22.125048,21.828951999999997
3167,3401,2.79,1.9200000000000002,0.0954379999999998,22.694561999999998,22.015438000000003
3181,3415,1.956,1.588,0.0038020000000001455,21.952198,21.591802
3199,3433,1.82,1.4539999999999997,0.05416400000000014,21.765836,21.508164
3212,3445,2.2939999999999996,1.7259999999999998,0.07553600000000021,22.218464,21.801536
3228,3462,1.9620000000000002,1.596,0.03509799999999985,21.926902,21.631098
3898,4115,2.032,1.362,0.08697599999999989,21.945024,21.448976000000002
3906,4123,-64.50200000000001,-63.238,-0.1419560000000008,0,0
3920,4134,0.8720000000000001,0.742,0.19376200000000093,20.678238,20.935762
3934,4147,1.1520000000000001,0.824,0.07488600000000006,21.077114,20.898886
3949,4161,0.4179999999999997,0.19399999999999995,0.0447020000000001,20.373298,20.238702
3956,4168,1.0979999999999999,0.5719999999999998,0.08643199999999998,21.011568,20.658431999999998
3978,4188,0.976,0.6520000000000001,0.03595199999999984,20.940048,20.687952
3993,4204,0.03600000000000003,-0.28600000000000003,0.05627000000000049,19.97973,19.77027
4009,4224,0.5060000000000002,-0.1200000000000001,0.08810399999999988,20.417896,19.968104
4020,4236,0.3739999999999999,-0.256,0.058741999999999794,20.315258,19.802742
4037,4254,0.5459999999999998,0.21799999999999997,0.027866000000000057,20.518134,20.245866
4706,4902,0.518,-0.2160000000000002,0.10021200000000027,20.417788,19.884211999999998
4719,4914,-66.32000000000001,-64.51,-0.2016860000000004,0,0
4730,4927,-0.95,-1.2380000000000002,0.2669980000000003,18.783002,19.028998
4743,4940,-0.47,-1.1640000000000001,0.09930400000000028,19.430696,18.935304
4757,4953,-0.796,-0.884,-0.0030200000000001337,19.20702,19.11298
4768,4966,-0.9240000000000002,-1.618,0.12008599999999985,18.955914,18.502086000000002
4785,4987,-0.8500000000000001,-1.448,0.05029200000000001,19.099708,18.602292
4797,5003,-1.1820000000000002,-1.988,0.08191400000000022,18.736086,18.093914
4815,5021,-0.602,-1.2120000000000002,0.04173199999999987,19.356268,18.829732
4828,5034,-1.3360000000000003,-1.7460000000000002,0.04134200000000009,18.622658,18.295342
4841,5046,-1.166,-1.576,0.06175200000000002,18.772248,18.485751999999998
5526,5718,-1.094,-1.4020000000000001,0.05165599999999998,18.854343999999998,18.649656
