Right Encoder 1,Right Encoder 2,Left Encoder 1,Left Encoder 2,PID Speed Control,Speed Difference,Motor Speed 1,Motor Speed 2
0,0,0,0,0.0,0,15.0,15.0
0,0,0,0,0.0,0,15.0,15.0
0,0,1,0,0.0,0,15.0,15.0
5,7,2,2,1.0001,1,13.9999,16.0001
14,16,9,9,2.5004,3,12.499600000000001,17.5004
20,22,15,13,4.5009999999999994,6,10.499,19.500999999999998
28,30,24,21,3.0016,6,11.9984,18.0016
34,36,31,29,1.0019999999999998,4,13.998000000000001,16.002
38,41,37,32,-0.9979,1,15.9979,14.0021
46,48,44,40,0.5022,1,14.4978,15.5022
52,53,50,45,1.5024,2,13.4976,16.5024
59,61,56,52,1.0026,2,13.9974,16.0026
67,69,65,61,1.0028,2,13.9972,16.0028
75,76,74,66,-0.9972,0,15.9972,14.0028
78,80,80,70,0.0028,0,14.9972,15.0028
84,86,85,76,-1.9973999999999998,-2,16.9974,13.002600000000001
90,93,93,85,-1.9977,-3,16.997700000000002,13.0023
96,100,102,92,-3.4982,-5,18.4982,11.5018
103,108,109,99,-3.4988,-6,18.4988,11.5012
112,117,117,107,-1.9992999999999999,-5,16.999299999999998,13.0007
121,127,127,115,-3.4999,-6,18.4999,11.5001
128,134,135,122,-5.0007,-8,20.000700000000002,9.9993
140,145,145,134,-2.0013,-6,17.0013,12.9987
148,153,152,141,-2.0018,-5,17.0018,12.9982
159,163,161,152,-1.5022000000000002,-4,16.502200000000002,13.4978
170,173,170,164,0.9977,-1,14.0023,15.9977
181,185,180,174,0.4977,0,14.5023,15.4977
189,194,189,181,-0.0023,0,15.0023,14.9977
197,204,199,189,-2.0025,-2,17.0025,12.9975
204,212,205,198,-1.0027,-2,16.0027,13.9973
213,221,214,207,-0.0028000000000000247,-1,15.0028,14.9972
223,230,222,215,-1.503,-2,16.503,13.497
230,238,230,224,0.997,0,14.003,15.997
236,246,238,232,-0.003,0,15.003,14.997
246,255,248,242,-3.0033000000000003,-3,18.0033,11.9967
253,263,255,248,-0.5035000000000001,-2,15.5035,14.4965
260,271,263,256,-0.0036000000000000476,-1,15.0036,14.9964
268,280,271,264,-2.5039,-3,17.5039,12.4961
277,289,280,271,-2.5043,-4,17.5043,12.4957
285,299,288,280,-0.0044999999999999485,-2,15.0045,14.9955
293,308,295,286,-1.0047,-2,16.0047,13.9953
300,316,301,293,-2.005,-3,17.005,12.995000000000001
308,325,308,300,1.495,0,13.504999999999999,16.495
317,333,316,307,0.9951,1,14.0049,15.9951
323,339,321,313,1.4952999999999999,2,13.5047,16.4953
332,348,329,320,1.9956,3,13.0044,16.9956
341,357,339,329,-0.5043,1,15.5043,14.4957
352,368,349,339,0.4958,1,14.5042,15.4958
361,376,358,344,2.4961,3,12.5039,17.4961
370,385,367,350,1.4964,3,13.5036,16.4964
380,394,376,359,0.49660000000000004,2,14.5034,15.4966
390,404,386,368,2.997,4,12.003,17.997
395,408,393,372,-1.0029,1,16.0029,13.9971
404,418,402,380,2.4974,3,12.502600000000001,17.4974
412,427,409,387,1.4977,3,13.5023,16.497700000000002
419,435,416,395,2.4981,4,12.5019,17.4981
434,447,431,406,0.9984,3,14.0016,15.9984
438,455,437,413,-0.5015000000000001,1,15.5015,14.4985
444,462,445,421,-0.5015,0,15.5015,14.4985
450,467,450,425,-1.0016,-1,16.0016,13.9984
461,478,458,433,1.4985,1,13.5015,16.4985
467,485,464,439,3.4989,4,11.501100000000001,18.4989
479,494,475,450,0.9992000000000001,3,14.0008,15.9992
485,503,484,456,-0.5006999999999999,1,15.5007,14.4993
489,510,489,461,-0.5007,0,15.5007,14.4993
494,515,495,466,-1.0008,-1,16.000799999999998,13.9992
502,522,502,474,-0.5009,-1,15.5009,14.4991
511,532,509,482,1.4992,1,13.5008,16.499200000000002
523,543,521,493,0.4993,1,14.5007,15.4993
533,553,530,502,1.4995,2,13.5005,16.4995
539,560,537,507,1.9998,3,13.0002,16.9998
547,569,546,515,-0.5001,1,15.5001,14.4999
555,577,555,523,-1.5002,-1,16.5002,13.4998
564,585,564,531,-0.5003,-1,15.5003,14.4997
573,594,573,541,0.4997,0,14.5003,15.4997
578,601,577,546,-0.00030000000000000003,0,15.0003,14.9997
587,611,585,554,0.9998,1,14.0002,15.9998
592,620,591,561,1.5,2,13.5,16.5
600,631,600,569,1.0002,2,13.9998,16.0002
608,639,605,575,1.0004,2,13.999600000000001,16.0004
614,645,613,581,2.0007,3,12.9993,17.000700000000002
620,651,618,587,0.5008999999999999,2,14.4991,15.5009
629,660,627,597,0.0010000000000000009,1,14.999,15.001
634,667,633,602,1.5012,2,13.4988,16.5012
642,676,640,609,0.0012999999999999678,1,14.9987,15.0013
648,683,647,614,0.5014,1,14.4986,15.5014
654,690,653,621,0.5015,1,14.4985,15.5015
657,694,656,624,0.5016,1,14.4984,15.5016
666,701,663,630,0.5017,1,14.4983,15.5017
672,708,669,636,2.502,3,12.498000000000001,17.502
681,719,679,645,-0.4979,1,15.4979,14.5021
691,729,690,656,-0.4979,0,15.4979,14.5021
697,736,696,662,1.0022,1,13.9978,16.0022
704,742,702,667,0.5023,1,14.4977,15.5023
714,751,710,675,1.5025,2,13.4975,16.5025
721,760,717,683,3.0029,4,11.9971,18.0029
729,766,726,689,1.0032,3,13.9968,16.0032
735,774,735,697,-0.49670000000000003,1,15.4967,14.5033
744,781,743,704,-0.4967,0,15.4967,14.5033
752,789,750,711,1.0034,1,13.9966,16.0034
759,798,758,722,0.5035,1,14.4965,15.5035
768,808,768,733,0.5036,1,14.4964,15.5036
776,816,775,741,-0.4964,0,15.4964,14.5036
785,823,782,749,1.0037,1,13.9963,16.0037
793,830,789,756,2.504,3,12.496,17.504
802,840,799,763,2.5044,4,12.4956,17.5044
806,844,804,767,1.0047,3,13.9953,16.0047
814,853,812,776,1.505,3,13.495000000000001,16.505
824,863,820,784,1.5053,3,13.4947,16.5053
833,872,829,792,1.5056,3,13.4944,16.5056
841,878,837,799,2.506,4,12.494,17.506
845,884,845,807,-1.994,0,16.994,13.006
850,890,850,811,0.006,0,14.994,15.006
858,898,858,820,0.006,0,14.994,15.006
866,908,866,830,0.006,0,14.994,15.006
871,913,872,835,0.006,0,14.994,15.006
877,921,878,842,-1.9942,-2,16.9942,13.0058
883,927,883,847,1.0058,0,13.9942,16.0058
892,937,891,856,-0.9943,-1,15.994299999999999,14.005700000000001
900,945,900,864,1.5058,1,13.4942,16.5058
910,958,911,875,-1.4943,-1,16.4943,13.505700000000001
916,967,917,882,-0.4944,-1,15.4944,14.5056
922,973,922,887,-0.4945,-1,15.4945,14.5055
929,980,930,895,-0.4946,-1,15.4946,14.5054
937,986,938,901,0.5054,0,14.4946,15.5054
945,995,947,908,-0.9946999999999999,-1,15.9947,14.0053
952,1003,956,916,-2.495,-3,17.495,12.504999999999999
960,1012,964,926,-2.4954,-4,17.4954,12.5046
969,1020,971,932,-1.9958,-4,16.9958,13.0042
979,1031,978,941,2.0042,0,12.9958,17.0042
986,1040,983,946,3.0045,3,11.9955,18.0045
998,1052,994,956,1.5048,3,13.4952,16.5048
1009,1066,1004,965,2.5052,4,12.4948,17.5052
