Right Encoder 1,Right Encoder 2,Left Encoder 1,Left Encoder 2,PID Speed Control,Speed Difference,Motor Speed 1,Motor Speed 2
0,0,0,0,0.0,0,15.0,15.0
0,0,0,0,0.0,0,15.0,15.0
1,0,1,0,-0.111,-1,15.111,14.889
1,1,1,0,0.099,0,14.901,15.099
3,3,2,2,0.11,1,14.89,15.11
8,8,7,9,0.122,2,14.878,15.122
14,17,13,16,-0.08700000000000001,1,15.087,14.913
20,22,19,23,0.014,1,14.986,15.014
24,28,24,28,0.015,1,14.985,15.015
29,34,28,32,0.016,1,14.984,15.016
35,43,35,38,0.017,1,14.983,15.017
42,50,41,44,0.018000000000000002,1,14.982,15.018
54,62,53,54,-0.092,0,15.092,14.908
63,69,62,62,0.11900000000000001,1,14.881,15.119
68,75,69,68,-0.202,-1,15.202,14.798
74,83,75,75,-0.003,-1,15.003,14.997
83,90,82,84,-0.004,-1,15.004,14.996
87,96,89,89,-0.005,-1,15.005,14.995
91,101,95,94,-0.117,-2,15.117,14.883
96,107,102,101,-0.463,-6,15.463,14.537
102,116,110,110,-0.29100000000000004,-8,15.291,14.709
108,122,117,116,-0.099,-8,15.099,14.901
112,126,121,121,-0.329,-10,15.329,14.671
123,137,134,132,-0.139,-10,15.139,14.861
128,145,142,138,-0.26,-11,15.26,14.74
132,149,146,142,-0.504,-14,15.504,14.496
140,156,156,152,-0.32899999999999996,-15,15.329,14.671
149,164,164,160,-0.133,-14,15.133,14.867
155,170,170,166,-0.358,-15,15.358,14.642
163,178,180,175,-0.384,-16,15.384,14.616
171,187,190,184,-0.522,-18,15.522,14.478
174,190,193,187,-0.45099999999999996,-19,15.451,14.549
184,202,203,199,-0.37,-19,15.37,14.63
194,212,210,208,-0.16699999999999998,-17,15.167,14.833
202,221,218,218,-0.16199999999999998,-15,15.162,14.838
211,229,226,227,-0.377,-15,15.377,14.623
221,239,235,234,-0.392,-15,15.392,14.608
224,241,237,237,-0.29600000000000004,-14,15.296,14.704
233,248,244,243,-0.07699999999999996,-11,15.077,14.923
239,256,251,251,-0.499,-12,15.499,14.501
243,261,255,255,-0.411,-12,15.411,14.589
250,269,262,262,-0.31199999999999994,-11,15.312,14.688
257,277,271,267,-0.645,-13,15.645,14.355
260,282,275,270,-0.6799999999999999,-15,15.68,14.32
266,289,281,276,-0.606,-16,15.606,14.394
274,297,288,283,-0.41100000000000003,-15,15.411,14.589
284,305,297,295,-0.304,-13,15.304,14.696
291,311,303,300,-0.517,-13,15.517,14.483
298,319,310,308,-0.41900000000000004,-12,15.419,14.581
304,325,316,315,-0.531,-12,15.531,14.469
309,330,321,321,-0.5429999999999999,-12,15.543,14.457
313,335,326,326,-0.5549999999999999,-12,15.555,14.445
325,349,337,339,-0.567,-12,15.567,14.433
333,356,346,347,-0.4680000000000001,-11,15.468,14.532
341,365,354,353,-0.9120000000000001,-14,15.912,14.088
352,374,365,364,-0.626,-14,15.626,14.374
357,380,372,370,-0.751,-15,15.751,14.249
365,390,383,381,-0.777,-16,15.777,14.223
371,397,390,387,-1.026,-19,16.026,13.974
378,407,398,396,-0.856,-20,15.856,14.144
384,412,403,401,-0.776,-20,15.776,14.224
392,421,411,408,-0.6849999999999999,-19,15.685,14.315
402,429,420,417,-0.804,-19,15.804,14.196
407,436,427,424,-0.7120000000000001,-18,15.712,14.288
415,445,435,431,-1.052,-20,16.052,13.948
423,453,443,440,-0.8720000000000001,-20,15.872,14.128
433,466,453,450,-0.8920000000000001,-20,15.892,14.108
442,476,462,457,-0.9119999999999999,-20,15.911999999999999,14.088000000000001
449,482,469,462,-0.8210000000000001,-19,15.821,14.179
455,487,476,469,-1.162,-21,16.162,13.838000000000001
462,493,482,475,-0.872,-20,15.872,14.128
471,500,490,483,-0.992,-20,15.992,14.008
478,508,496,490,-0.79,-18,15.79,14.21
486,519,505,499,-1.1190000000000002,-19,16.119,13.881
494,528,514,505,-1.038,-19,16.038,13.962
503,539,524,516,-1.1680000000000001,-20,16.168,13.832
509,545,531,522,-1.199,-21,16.199,13.801
516,554,539,530,-1.231,-22,16.231,13.769
521,560,545,534,-1.2640000000000002,-23,16.264,13.736
532,571,555,543,-1.298,-24,16.298000000000002,13.702
537,576,561,549,-1.111,-23,16.111,13.889
543,583,567,554,-1.3450000000000002,-24,16.345,13.655
552,593,575,562,-1.158,-23,16.158,13.842
560,601,582,570,-1.17,-22,16.17,13.83
567,609,587,575,-1.07,-20,16.07,13.93
577,619,597,582,-1.401,-21,16.401,13.599
583,627,604,589,-1.322,-21,16.322,13.678
594,637,611,598,-1.343,-21,16.343,13.657
603,649,620,608,-0.8089999999999999,-16,15.809,14.191
611,656,629,615,-1.436,-17,16.436,13.564
620,667,639,624,-1.575,-19,16.575,13.425
630,675,647,634,-1.283,-18,16.283,13.717
638,683,655,643,-1.401,-18,16.401,13.599
644,690,662,650,-1.419,-18,16.419,13.581
653,699,669,657,-1.3259999999999998,-17,16.326,13.674
662,707,678,664,-1.554,-18,16.554,13.446
670,716,687,672,-1.3609999999999998,-17,16.361,13.639
681,726,696,682,-1.3669999999999998,-16,16.367,13.633000000000001
687,732,703,688,-1.3719999999999999,-15,16.372,13.628
700,747,716,700,-1.7089999999999999,-17,16.709,13.291
706,753,722,708,-1.4149999999999998,-16,16.415,13.585
714,762,729,717,-1.6420000000000001,-17,16.642,13.358
724,773,739,726,-1.2260000000000002,-14,16.226,13.774
731,781,745,733,-1.762,-16,16.762,13.238
740,791,754,739,-1.2449999999999999,-13,16.245,13.755
750,802,760,745,-1.336,-11,16.336,13.664
757,810,767,753,-1.436,-10,16.436,13.564
763,817,773,760,-1.546,-10,16.546,13.454
773,826,780,766,-1.445,-9,16.445,13.555
778,832,785,771,-1.332,-7,16.332,13.668
789,842,795,781,-1.428,-6,16.428,13.572
795,849,801,789,-1.534,-6,16.534,13.466
802,855,808,798,-1.54,-6,16.54,13.46
813,864,817,806,-1.324,-4,16.324,13.676
819,871,824,812,-1.528,-4,16.528,13.472
831,879,832,821,-1.6430000000000002,-5,16.643,13.357
839,887,841,829,-1.215,-2,16.215,13.785
849,897,851,838,-1.739,-4,16.739,13.261
854,903,857,844,-1.3210000000000002,-2,16.321,13.679
860,912,862,851,-1.6340000000000001,-3,16.634,13.366
870,924,874,861,-1.426,-2,16.426,13.574
877,930,880,868,-1.8610000000000002,-5,16.861,13.139
885,939,889,875,-1.344,-3,16.344,13.656
896,952,900,885,-1.6580000000000001,-4,16.658,13.342
902,960,906,891,-1.562,-4,16.562,13.438
910,969,914,899,-1.455,-3,16.455,13.545
919,978,922,907,-1.6690000000000003,-4,16.669,13.331
927,988,929,914,-1.3510000000000002,-2,16.351,13.649
936,996,938,925,-1.6640000000000001,-3,16.664,13.336
945,1003,946,933,-1.3450000000000002,-1,16.345,13.655
954,1011,956,941,-1.657,-2,16.657,13.343
964,1021,967,950,-1.559,-2,16.559,13.441
975,1032,976,959,-1.339,0,16.339,13.661
983,1040,983,965,-1.761,-2,16.761,13.239
993,1048,992,974,-1.341,0,16.341,13.659
1000,1060,1000,984,-1.541,0,16.541,13.459
