Right Encoder 1,Right Encoder 2,Left Encoder 1,Left Encoder 2,PID Speed Control,Speed Difference,Motor Speed 1,Motor Speed 2
0,0,0,0,0.0,0,15.0,15.0
1,1,2,1,0.0,0,15.0,15.0
10,16,12,12,-0.15100000000000002,-1,15.151,14.849
23,32,27,29,-0.35400000000000004,-3,15.354,14.646
35,45,38,41,-0.15700000000000003,-3,15.157,14.843
42,52,44,46,-0.16000000000000003,-3,15.16,14.84
52,63,55,56,-0.16300000000000003,-3,15.163,14.837
63,76,66,66,-0.31700000000000006,-4,15.317,14.683
69,82,73,71,-0.07,-3,15.07,14.93
80,93,83,82,-0.17300000000000001,-3,15.173,14.827
86,100,91,88,-0.327,-4,15.327,14.673
96,112,101,99,-0.5330000000000001,-6,15.533,14.467
107,124,114,110,-0.339,-6,15.339,14.661
118,137,126,122,-0.647,-8,15.647,14.353
122,141,130,126,-0.606,-9,15.606,14.394
137,155,145,140,-0.364,-8,15.364,14.636
144,162,152,148,-0.623,-9,15.623,14.377
152,171,161,155,-0.532,-9,15.532,14.468
162,180,168,162,-0.39,-8,15.39,14.61
172,191,176,172,0.10599999999999998,-4,14.894,15.106
183,203,185,182,-0.14700000000000002,-3,15.147,14.853
190,212,195,192,-0.099,-2,15.099,14.901
201,223,205,202,-0.352,-3,15.352,14.648
208,231,213,214,-0.5569999999999999,-5,15.557,14.443
225,248,229,232,-0.362,-5,15.362,14.638
232,258,239,239,-0.216,-4,15.216,14.784
238,263,245,244,-0.7730000000000001,-7,15.773,14.227
248,274,257,254,-0.782,-9,15.782,14.218
260,285,266,262,-0.591,-9,15.591,14.409
271,298,276,274,-0.298,-7,15.298,14.702
284,310,287,285,-0.051999999999999935,-4,15.052,14.948
290,315,292,289,-0.20500000000000004,-3,15.205,14.795
299,323,300,297,-0.30800000000000005,-3,15.308,14.692
308,335,310,306,-0.009000000000000008,-1,15.009,14.991
314,343,318,311,-0.663,-4,15.663,14.337
320,354,328,321,-0.518,-5,15.518,14.482
329,363,336,330,-0.7250000000000001,-7,15.725,14.275
346,379,351,343,-0.22999999999999998,-5,15.23,14.77
352,384,358,347,-0.435,-5,15.435,14.565
365,397,370,357,-0.742,-7,15.742,14.258
373,405,375,363,0.05499999999999999,-3,14.945,15.055
382,416,386,374,-0.499,-4,15.499,14.501
387,422,392,381,-0.403,-4,15.403,14.597
396,433,403,389,-0.7090000000000001,-6,15.709,14.291
404,442,412,400,-0.666,-7,15.666,14.334
414,452,422,408,-0.5730000000000001,-7,15.573,14.427
425,462,433,419,-0.731,-8,15.731,14.269
437,472,444,428,-0.7899999999999999,-9,15.79,14.21
447,482,453,437,-0.39699999999999996,-7,15.397,14.603
452,487,460,443,-0.45300000000000007,-6,15.453,14.547
459,495,467,450,-0.7100000000000001,-7,15.71,14.29
466,501,473,457,-0.768,-8,15.768,14.232
476,509,481,464,-0.37400000000000005,-6,15.374,14.626
485,519,490,473,-0.42900000000000005,-5,15.429,14.571
494,532,500,483,-0.534,-5,15.534,14.466
502,539,507,491,-0.6900000000000001,-6,15.69,14.31
511,548,514,498,-0.14299999999999996,-3,15.143,14.857
521,560,527,510,-0.597,-4,15.597,14.403
533,570,537,519,-0.501,-4,15.501,14.499
543,582,548,528,-0.505,-4,15.505,14.495
550,591,556,537,-0.66,-5,15.66,14.34
557,599,563,543,-0.867,-7,15.867,14.133
565,607,571,550,-0.523,-6,15.523,14.477
571,613,577,557,-0.629,-6,15.629,14.371
580,622,586,564,-0.635,-6,15.635,14.365
590,632,597,573,-0.792,-7,15.792,14.208
600,641,607,584,-0.85,-8,15.85,14.15
610,650,617,591,-0.6070000000000001,-7,15.607,14.393
615,658,624,598,-0.865,-8,15.865,14.135
627,673,635,609,-1.075,-10,16.075,13.925
638,684,646,618,-0.43199999999999994,-7,15.432,14.568
645,692,653,625,-0.89,-8,15.89,14.11
651,698,658,632,-0.6470000000000001,-7,15.647,14.353
659,706,666,640,-0.754,-7,15.754,14.246
666,713,673,643,-0.912,-8,15.912,14.088
674,722,682,652,-0.8200000000000001,-8,15.82,14.18
689,734,693,663,-0.526,-6,15.526,14.474
697,745,702,672,-0.43,-4,15.43,14.57
707,754,712,678,-0.785,-5,15.785,14.215
714,761,720,686,-0.539,-4,15.539,14.461
724,770,731,699,-0.7939999999999999,-5,15.794,14.206
730,779,739,707,-1.1520000000000001,-8,16.152,13.847999999999999
738,788,748,715,-0.8600000000000001,-8,15.86,14.14
746,797,758,721,-1.623,-13,16.623,13.377
755,808,768,732,-1.1360000000000001,-13,16.136,13.864
765,818,775,739,-0.9980000000000001,-12,15.998,14.002
771,824,781,746,-0.657,-9,15.657,14.343
780,832,789,755,-1.117,-10,16.117,13.883
789,842,796,763,-0.5740000000000001,-7,15.574,14.426
798,850,803,769,-0.7300000000000001,-6,15.73,14.27
806,860,814,776,-0.8360000000000001,-6,15.836,14.164
817,870,825,786,-0.993,-7,15.993,14.007
828,880,835,795,-1.0510000000000002,-8,16.051000000000002,13.949
835,890,843,803,-0.9590000000000001,-8,15.959,14.041
846,901,854,813,-1.118,-9,16.118,13.882
852,906,861,819,-1.027,-9,16.027,13.973
860,914,869,828,-0.734,-7,15.734,14.266
871,926,879,837,-1.394,-10,16.394,13.606
879,936,886,845,-0.802,-8,15.802,14.198
887,945,894,853,-1.161,-9,16.161,13.839
896,956,907,865,-0.9190000000000002,-8,15.919,14.081
902,964,915,873,-1.6310000000000002,-12,16.631,13.369
912,976,925,883,-1.243,-12,16.243,13.757
922,986,936,893,-1.4060000000000001,-13,16.406,13.594
932,996,944,904,-1.319,-13,16.319,13.681000000000001
942,1005,953,911,-1.181,-12,16.181,13.818999999999999
951,1015,963,920,-1.142,-11,16.142,13.858
962,1027,973,930,-1.555,-13,16.555,13.445
970,1036,980,936,-0.9149999999999998,-10,15.915,14.085
985,1048,990,947,-0.923,-8,15.923,14.077
992,1056,998,954,-0.829,-6,15.829,14.171
1002,1068,1009,964,-1.0350000000000001,-6,16.035,13.965
