Right Encoder 1,Right Encoder 2,Left Encoder 1,Left Encoder 2,PID Speed Control,Speed Difference,Motor Speed 1,Motor Speed 2
434,455,428,428,1.5499999999999998,6,13.45,16.55
441,463,437,435,0.2999999999999998,5,14.7,15.3
449,469,444,441,-1.05,3,16.05,13.95
460,480,456,455,1.15,4,13.85,16.15
471,492,466,465,0.8499999999999999,4,14.15,15.85
482,504,477,478,2.1,5,12.9,17.1
488,513,486,486,0.7999999999999998,4,14.2,15.8
500,523,497,496,-0.6000000000000001,2,15.6,14.4
511,533,508,505,-0.55,1,15.55,14.45
519,541,516,512,3.15,4,11.85,18.15
527,550,524,520,0.8,3,14.2,15.8
533,557,530,528,1.45,3,13.55,16.45
548,572,546,539,0.55,2,14.45,15.55
554,579,552,544,1.15,2,13.85,16.15
562,589,563,553,-0.85,0,15.85,14.15
568,598,571,562,-1.95,-2,16.95,13.05
577,609,582,571,-3.15,-4,18.15,11.85
589,621,593,584,-3.4,-5,18.4,11.6
599,632,603,593,-3.15,-5,18.15,11.85
606,640,609,599,-2.35,-4,17.35,12.65
614,650,614,606,0.10000000000000009,-1,14.9,15.1
618,656,618,611,-0.4,0,15.4,14.6
623,663,623,615,-0.9,0,15.9,14.1
632,670,627,620,1.2,2,13.8,16.2
637,674,630,623,4.5,6,10.5,19.5
645,683,639,631,4.9,8,10.1,19.9
655,692,648,641,3.25,7,11.75,18.25
666,703,660,653,3.05,6,11.95,18.05
675,713,668,662,4.9,7,10.1,19.9
686,725,679,673,5.8,8,9.2,20.8
693,734,687,680,2.55,5,12.45,17.55
701,742,695,688,6.4,7,8.6,21.4
709,750,707,696,1.5500000000000003,3,13.45,16.55
719,759,718,707,1.6,1,13.4,16.6
728,768,728,717,2.65,1,12.35,17.65
735,775,737,725,0.6000000000000001,-1,14.4,15.6
743,783,747,734,-1.5999999999999999,-4,16.6,13.4
754,791,758,744,-1.3499999999999999,-5,16.35,13.65
758,796,763,748,1.0,-3,14.0,16.0
764,803,770,754,-4.35,-7,19.35,10.65
772,813,777,761,-0.6000000000000001,-5,15.6,14.4
782,822,784,770,0.25,-3,14.75,15.25
789,831,794,777,-0.8999999999999999,-3,15.9,14.1
796,839,801,784,-3.15,-5,18.15,11.85
806,850,812,793,-3.45,-6,18.45,11.55
816,861,821,801,-4.3,-7,19.3,10.7
824,868,827,807,-1.0,-4,16.0,14.0
832,877,835,816,-1.65,-3,16.65,13.35
838,883,840,821,-1.25,-2,16.25,13.75
848,892,849,830,-0.8,-1,15.8,14.2
857,900,855,836,1.7999999999999998,2,13.2,16.8
867,914,867,847,0.3999999999999999,2,14.6,15.4
874,921,873,853,-1.6,0,16.6,13.4
880,929,881,861,-1.65,-1,16.65,13.35
888,938,888,869,0.8999999999999999,1,14.1,15.9
897,947,897,876,-2.15,-1,17.15,12.85
904,953,903,882,0.8999999999999999,1,14.1,15.9
914,964,912,889,-1.1,0,16.1,13.9
918,968,917,894,1.5,2,13.5,16.5
926,976,924,901,-0.45,1,15.45,14.55
936,986,932,910,1.15,2,13.85,16.15
945,996,943,923,0.75,2,14.25,15.75
954,1004,952,933,-0.2,1,15.2,14.8
963,1014,962,943,0.35,1,14.65,15.35
971,1024,970,952,0.4,1,14.6,15.4
982,1034,980,963,1.5,2,13.5,16.5
990,1041,986,968,2.15,3,12.85,17.15
1000,1052,998,979,3.9,5,11.1,18.9
