Right Encoder 1,Right Encoder 2,Left Encoder 1,Left Encoder 2,PID Speed Control,Speed Difference,Motor Speed 1,Motor Speed 2
0,0,0,0,0.0,0,15.0,15.0
0,0,1,1,0.0,0,15.0,15.0
8,7,10,11,0.0,0,15.0,15.0
16,16,18,21,-2.002,-2,17.002,12.998000000000001
24,27,27,29,-1.004,-2,16.004,13.996
36,40,42,43,-2.0069999999999997,-3,17.006999999999998,12.993
46,49,52,52,-3.512,-5,18.512,11.488
56,58,61,61,-2.517,-5,17.517,12.483
68,71,71,71,-2.522,-5,17.522,12.478
77,80,78,79,1.4769999999999999,-1,13.523,16.477
86,90,87,87,-0.524,-1,15.524000000000001,14.475999999999999
92,98,94,95,-1.526,-2,16.526,13.474
101,107,102,101,-0.027000000000000024,-1,15.027,14.973
112,116,110,109,-0.528,-1,15.528,14.472
122,126,119,117,2.474,2,12.526,17.474
132,135,126,124,2.9779999999999998,4,12.022,17.978
141,144,136,132,3.984,6,11.016,18.984
145,150,141,136,0.988,4,14.012,15.988
153,159,149,145,0.9910000000000001,3,14.009,15.991
161,168,159,153,1.494,3,13.506,16.494
169,175,167,163,-0.505,1,15.505,14.495
175,181,175,169,1.4969999999999999,2,13.503,16.497
181,189,183,178,-3.005,-2,18.005,11.995000000000001
190,199,193,189,-1.007,-2,16.007,13.993
201,210,206,201,-2.01,-3,17.009999999999998,12.99
210,220,214,211,-3.515,-5,18.515,11.485
218,231,223,220,-2.52,-5,17.52,12.48
224,239,229,228,-2.525,-5,17.525,12.475
235,253,237,240,-1.529,-4,16.529,13.471
244,262,245,247,-0.030999999999999917,-2,15.031,14.969
249,269,251,254,-0.03200000000000003,-1,15.032,14.968
252,272,254,257,-1.534,-2,16.534,13.466
257,278,259,260,-1.036,-2,16.036,13.964
262,283,264,265,-2.0389999999999997,-3,17.039,12.961
271,292,273,273,-0.5409999999999999,-2,15.541,14.459
281,301,283,281,-1.043,-2,16.043,13.957
291,311,293,293,-0.04400000000000004,-1,15.044,14.956
299,323,303,302,-2.5469999999999997,-3,17.547,12.453
306,331,310,310,-1.55,-3,16.55,13.45
314,340,319,318,-2.554,-4,17.554,12.446
322,349,326,326,-2.058,-4,17.058,12.942
330,357,334,333,-2.062,-4,17.062,12.938
338,366,345,343,-4.068,-6,19.067999999999998,10.932
348,376,353,351,-4.075,-7,19.075,10.925
358,388,362,360,-0.5790000000000002,-4,15.579,14.421
368,398,369,368,-2.083,-4,17.083,12.917
384,414,386,382,0.916,-1,14.084,15.916
390,422,395,393,-2.5869999999999997,-3,17.587,12.413
400,432,405,402,-2.591,-4,17.591,12.408999999999999
407,439,411,408,-2.095,-4,17.095,12.905
413,447,416,415,-1.098,-3,16.098,13.902
421,455,423,422,0.401,-1,14.599,15.401
428,463,429,429,-1.601,-2,16.601,13.399000000000001
435,469,434,434,-0.10199999999999998,-1,15.102,14.898
440,476,439,439,1.399,1,13.600999999999999,16.399
444,481,445,444,-0.601,0,15.600999999999999,14.399000000000001
450,488,451,451,-1.1019999999999999,-1,16.102,13.898
454,495,457,457,-2.605,-3,17.605,12.395
461,503,465,463,-0.607,-2,15.607,14.393
471,513,475,473,-3.111,-4,18.111,11.889
479,521,482,481,-2.115,-4,17.115000000000002,12.885
486,531,489,487,-1.118,-3,16.118,13.882
492,537,496,494,-1.621,-3,16.621,13.379
497,543,500,498,-1.624,-3,16.624,13.376
505,550,505,505,-1.627,-3,16.627,13.373
515,560,512,512,3.375,2,11.625,18.375
525,571,521,520,1.8780000000000001,3,13.122,16.878
533,581,530,529,2.3819999999999997,4,12.618,17.381999999999998
543,591,539,539,1.886,4,13.114,16.886
553,600,548,547,1.89,4,13.11,16.89
560,610,557,555,1.894,4,13.106,16.894
