Right Encoder 1,Right Encoder 2,Left Encoder 1,Left Encoder 2,PID Speed Control,Speed Difference,Motor Speed 1,Motor Speed 2
0,0,0,0,0.0,0,15.0,15.0
0,1,1,0,0.0,0,15.0,15.0
3,4,4,4,-1.0006,-1,16.0006,13.9994
7,7,7,8,-0.5012,-1,15.5012,14.4988
14,13,13,15,0.4988,0,14.5012,15.4988
22,23,21,24,0.9994000000000001,1,14.0006,15.9994
32,34,31,32,-0.5006,0,15.5006,14.4994
40,42,40,41,-1.0011999999999999,-1,16.0012,13.9988
45,47,47,46,-0.5018,-1,15.5018,14.4982
53,56,56,55,-1.503,-2,16.503,13.497
64,67,66,66,-2.0048,-3,17.0048,12.9952
72,77,74,75,-0.506,-2,15.506,14.494
83,88,85,85,-2.0078,-3,17.0078,12.9922
92,100,96,94,-1.5096,-3,16.5096,13.4904
101,109,106,101,-3.5126,-5,18.5126,11.487400000000001
109,119,113,108,-2.5156,-5,17.5156,12.4844
120,130,125,118,-0.5174000000000001,-3,15.5174,14.4826
127,143,132,126,-3.5204,-5,18.5204,11.4796
132,149,138,131,-2.5234,-5,17.5234,12.4766
138,157,143,136,-2.5264,-5,17.5264,12.4736
147,164,150,142,-0.5282,-3,15.5282,14.4718
156,173,156,150,-0.5294000000000001,-2,15.5294,14.4706
161,178,161,154,0.9706,0,14.0294,15.9706
168,185,168,162,-1.03,-1,16.03,13.97
174,191,173,167,0.47,0,14.53,15.47
183,202,181,178,1.9712,2,13.0288,16.9712
188,208,186,185,0.9724,2,14.0276,15.9724
195,215,193,193,0.9736,2,14.0264,15.9736
202,221,201,199,-0.02579999999999999,1,15.0258,14.9742
208,227,207,205,-0.5258,0,15.5258,14.4742
214,235,214,212,-0.025799999999999997,0,15.0258,14.9742
219,240,221,217,-2.027,-2,17.027,12.972999999999999
228,250,231,226,-1.0282,-2,16.0282,13.9718
238,259,240,235,-1.0294,-2,16.0294,13.9706
249,271,250,245,0.9706,0,14.0294,15.9706
260,284,260,255,-0.0294,0,15.0294,14.9706
267,292,268,264,-2.0305999999999997,-2,17.0306,12.9694
275,302,276,273,-0.031200000000000006,-1,15.0312,14.9688
