Right Encoder 1,Right Encoder 2,Left Encoder 1,Left Encoder 2,PID Speed Control,Speed Difference,Motor Speed 1,Motor Speed 2
0,0,0,0,0.0,0,15.0,15.0
0,1,0,0,0.0,0,15.0,15.0
5,8,4,6,0.5001,1,14.4999,15.5001
10,14,9,12,0.10020000000000001,1,14.8998,15.1002
19,22,18,22,-0.39980000000000004,0,15.3998,14.6002
27,29,27,31,0.0002,0,14.9998,15.0002
38,42,40,42,0.0002,0,14.9998,15.0002
43,47,48,47,-1.5001000000000002,-3,16.5001,13.4999
56,62,61,59,-1.8007000000000004,-6,16.8007,13.1993
63,71,68,69,-0.10119999999999996,-5,15.1012,14.8988
71,80,75,75,-0.5017,-5,15.5017,14.4983
83,91,84,84,-0.5022,-5,15.5022,14.4978
92,99,92,93,1.4977,-1,13.5023,16.497700000000002
101,109,100,103,0.3977,0,14.6023,15.3977
111,119,109,112,0.4978,1,14.5022,15.4978
120,128,118,119,0.5980000000000001,2,14.402,15.598
129,137,126,128,-0.3019,1,15.3019,14.6981
135,145,134,135,0.5983,2,14.4017,15.5983
147,155,147,148,-1.3018,-1,16.3018,13.6982
157,166,156,157,0.3982,0,14.6018,15.3982
163,173,162,163,-0.0018000000000000002,0,15.0018,14.9982
170,182,169,171,0.4983,1,14.5017,15.4983
178,192,179,182,-0.9018,-1,15.9018,14.0982
190,204,189,194,0.3982,0,14.6018,15.3982
198,212,200,204,-0.5019,-1,15.5019,14.4981
207,220,208,212,-0.6021000000000001,-2,15.6021,14.3979
221,231,218,221,0.7979,0,14.2021,15.7979
231,241,226,230,1.9983000000000002,4,13.0017,16.9983
240,250,234,239,1.8990000000000002,7,13.100999999999999,16.899
250,262,245,248,-0.30050000000000004,5,15.3005,14.6995
258,271,254,257,-9.999999999998899e-05,4,15.0001,14.9999
265,278,260,263,0.9004,5,14.0996,15.9004
274,287,269,271,0.0008000000000000229,4,14.9992,15.0008
285,297,279,283,1.4014000000000002,6,13.5986,16.4014
299,311,292,295,0.6020000000000001,6,14.398,15.602
309,322,304,306,0.10249999999999992,5,14.8975,15.1025
322,332,315,317,0.503,5,14.497,15.503
333,344,326,327,1.5037000000000003,7,13.4963,16.503700000000002
343,352,337,336,0.7044,7,14.2956,15.7044
350,362,348,347,-1.2953000000000001,3,16.2953,13.704699999999999
360,371,358,356,-0.19510000000000002,2,15.1951,14.8049
369,379,365,365,0.7052,3,14.2948,15.7052
379,390,377,374,-0.6947000000000001,1,15.694700000000001,14.305299999999999
388,399,386,381,0.6055,2,14.3945,15.6055
396,409,396,390,-0.2944,1,15.2944,14.7056
405,417,404,398,-0.39440000000000003,0,15.3944,14.6056
421,431,420,409,0.5057,1,14.494299999999999,15.505700000000001
429,439,428,417,0.1058,1,14.8942,15.1058
438,451,436,425,0.6060000000000001,2,14.394,15.606
446,459,444,432,-0.29390000000000005,1,15.2939,14.7061
455,469,453,442,0.6063000000000001,2,14.393699999999999,15.606300000000001
461,476,462,449,-0.7937000000000001,0,15.7937,14.2063
468,482,469,456,-0.4938,-1,15.4938,14.5062
477,491,478,464,0.4062,0,14.5938,15.4062
486,501,487,475,-0.4939,-1,15.4939,14.5061
492,507,492,482,0.4061,0,14.5939,15.4061
