Right Encoder 1,Right Encoder 2,Left Encoder 1,Left Encoder 2,PID Speed Control,Speed Difference,Motor Speed 1,Motor Speed 2
0,0,0,0,0.0,0,15.0,15.0
0,0,0,1,0.0,0,15.0,15.0
0,0,1,1,-0.7001,-1,15.700099999999999,14.299900000000001
1,1,1,2,-0.10020000000000001,-1,15.1002,14.8998
6,5,5,6,0.5998,0,14.4002,15.5998
9,9,8,9,0.6999,1,14.3001,15.6999
17,17,15,17,-0.6001,0,15.6001,14.3999
20,20,21,21,0.7,1,14.3,15.7
27,26,26,27,-0.6,0,15.6,14.4
35,36,33,35,0.7001,1,14.299900000000001,15.700099999999999
42,44,41,42,0.8003,2,14.1997,15.8003
49,53,49,48,-1.8998,-1,16.8998,13.100200000000001
54,58,56,53,-0.0999,-1,15.0999,14.9001
63,67,65,62,-0.1,-1,15.1,14.9
69,76,72,68,-1.5003,-3,16.5003,13.4997
76,84,80,74,-0.30060000000000003,-3,15.3006,14.6994
82,91,86,79,-1.001,-4,16.001,13.999
88,97,93,86,-0.40140000000000003,-4,15.4014,14.5986
97,107,101,94,-0.40180000000000005,-4,15.4018,14.5982
103,114,106,99,0.29789999999999994,-3,14.7021,15.2979
111,121,112,107,0.39769999999999994,-2,14.6023,15.3977
119,129,121,116,0.4976,-1,14.5024,15.4976
124,133,125,120,-0.8026,-2,15.8026,14.1974
133,141,133,127,1.1974,0,13.8026,16.197400000000002
145,152,143,138,-0.0026000000000000003,0,15.0026,14.9974
154,161,150,146,-0.0026000000000000003,0,15.0026,14.9974
165,172,160,155,3.4979,5,11.5021,18.4979
173,180,170,165,-0.20169999999999993,4,15.2017,14.7983
184,190,180,173,-1.0015,2,16.0015,13.9985
191,196,187,181,0.8988,3,14.1012,15.8988
198,203,195,190,-0.40099999999999997,2,15.401,14.599
207,212,205,199,0.8993,3,14.1007,15.8993
212,217,211,204,-1.1006,1,16.1006,13.8994
220,226,220,211,-0.6006,0,15.6006,14.3994
225,234,227,216,-0.7007,-1,15.7007,14.2993
234,246,238,226,-1.501,-3,16.501,13.499
243,256,246,236,-1.0014,-4,16.0014,13.9986
254,267,254,245,0.9984,-2,14.0016,15.9984
263,275,262,253,0.49829999999999997,-1,14.5017,15.4983
268,280,268,257,1.2984,1,13.7016,16.2984
277,289,278,264,-0.6016,0,15.6016,14.3984
284,298,286,271,-1.4018,-2,16.4018,13.5982
288,303,291,276,-0.202,-2,15.202,14.798
297,313,301,286,-1.6024,-4,16.6024,13.3976
302,318,306,292,-0.40280000000000005,-4,15.4028,14.5972
311,326,314,301,0.29689999999999994,-3,14.7031,15.2969
321,336,324,309,-0.30340000000000006,-3,15.3034,14.6966
327,345,330,316,-0.3037,-3,15.3037,14.6963
333,352,337,322,-0.30400000000000005,-3,15.304,14.696
343,361,345,330,0.39579999999999993,-2,14.6042,15.3958
353,374,357,342,-0.9045000000000001,-3,15.9045,14.0955
361,382,366,350,-1.705,-5,16.705,13.295
366,387,371,354,-1.2056,-6,16.2056,13.7944
376,398,379,363,0.09389999999999998,-5,14.9061,15.0939
383,406,388,370,-0.5066,-5,15.5066,14.4934
388,413,396,377,-2.6073999999999997,-8,17.6074,12.3926
392,419,402,383,-1.5083,-9,16.5083,13.4917
399,427,411,391,-2.3094,-11,17.3094,12.6906
406,436,419,400,-1.1105,-11,16.110500000000002,13.8895
413,445,426,407,-1.8117,-12,16.811700000000002,13.1883
420,454,434,416,-2.6131,-14,17.6131,12.3869
428,463,443,424,-1.4145,-14,16.4145,13.5855
435,471,448,430,-1.4159000000000002,-14,16.4159,13.5841
444,478,456,437,-1.4173000000000002,-14,16.4173,13.582699999999999
453,486,463,444,0.6815999999999998,-11,14.3184,15.6816
459,494,468,448,0.28069999999999995,-9,14.7193,15.2807
467,501,476,455,-0.22010000000000007,-8,15.2201,14.7799
472,507,482,459,-1.521,-9,16.521,13.479
477,514,487,463,-1.6219999999999999,-10,16.622,13.378
484,522,495,469,-0.3229000000000001,-9,15.3229,14.6771
499,532,507,481,-2.324,-11,17.323999999999998,12.676
509,543,517,492,0.9751999999999997,-8,14.0248,15.9752
520,558,528,505,-0.8256,-8,15.8256,14.1744
530,568,537,516,-1.5265,-9,16.5265,13.4735
542,581,546,525,1.1728999999999998,-6,13.8271,16.1729
550,591,553,532,0.7725,-4,14.2275,15.7725
560,600,560,540,1.6723999999999999,-1,13.3276,16.6724
567,608,566,546,1.2725,1,13.7275,16.2725
572,614,571,551,0.0726,1,14.9274,15.0726
582,622,579,559,-0.6274,0,15.6274,14.3726
588,629,585,564,2.0728999999999997,3,12.9271,17.0729
596,638,594,572,-0.42689999999999995,2,15.4269,14.5731
604,646,601,579,-0.5267999999999999,1,15.5268,14.4732
612,655,613,587,-0.6268,0,15.6268,14.3732
620,666,626,596,-2.8272,-4,17.8272,12.1728
627,673,635,604,-2.5279,-7,17.5279,12.472100000000001
638,686,645,614,-1.4287,-8,16.4287,13.5713
648,695,656,622,-1.5295999999999998,-9,16.5296,13.4704
654,703,662,628,-0.23040000000000005,-8,15.2304,14.7696
662,711,670,636,-0.8312,-8,15.8312,14.1688
671,719,676,642,-0.13190000000000013,-7,15.1319,14.8681
677,727,682,648,-0.032500000000000084,-6,15.0325,14.9675
681,732,688,653,-0.6331000000000001,-6,15.6331,14.3669
690,743,701,660,-2.734,-9,17.734,12.266
697,754,712,670,-3.0351999999999997,-12,18.0352,11.9648
705,761,719,677,-2.6366,-14,17.6366,12.3634
712,769,725,682,-1.4380000000000002,-14,16.438,13.562
723,780,733,691,-0.039200000000000124,-12,15.039200000000001,14.960799999999999
727,785,739,695,-0.5403000000000001,-11,15.5403,14.4597
735,792,746,702,-1.1414000000000002,-11,16.1414,13.8586
743,802,755,711,-1.8426,-12,16.8426,13.157399999999999
755,813,764,720,0.15639999999999987,-10,14.8436,15.1564
764,822,772,726,-0.34450000000000003,-9,15.3445,14.6555
778,838,788,741,-0.9454,-9,15.9454,14.0546
781,843,794,745,-3.7466999999999997,-13,18.7467,11.2533
789,852,802,752,-2.0481000000000003,-14,17.0481,12.9519
801,863,812,763,0.6507999999999998,-11,14.3492,15.6508
811,871,819,770,-0.45020000000000004,-10,15.4502,14.5498
821,880,827,778,0.34899999999999987,-8,14.651,15.349
830,889,836,786,-0.15170000000000006,-7,15.1517,14.8483
837,896,844,793,-0.052300000000000124,-6,15.0523,14.9477
844,904,850,800,-1.3530000000000002,-7,16.353,13.647
851,911,857,809,-0.05360000000000009,-6,15.0536,14.9464
859,920,863,816,0.746,-4,14.254,15.746
867,929,870,824,0.9458,-2,14.0542,15.9458
876,938,877,832,-0.9545,-3,15.9545,14.0455
