Right Encoder 1,Right Encoder 2,Left Encoder 1,Left Encoder 2,PID Speed Control,Speed Difference,Motor Speed 1,Motor Speed 2
0,0,0,0,0.0,0,15.0,15.0
3,4,3,4,0.0,0,15.0,15.0
7,7,6,8,0.30010000000000003,1,14.6999,15.3001
9,11,9,10,-0.19990000000000002,0,15.1999,14.8001
19,24,21,23,-0.6001000000000001,-2,15.6001,14.3999
24,29,26,28,-0.5004000000000001,-3,15.5004,14.4996
33,39,38,39,-0.6008,-4,15.6008,14.3992
39,47,46,48,-1.0014,-6,16.0014,13.9986
44,52,53,54,-0.9021000000000001,-7,15.9021,14.0979
51,58,61,61,-1.303,-9,16.303,13.697
59,65,69,70,-1.204,-10,16.204,13.796
66,73,77,78,-1.005,-10,16.005,13.995000000000001
73,79,84,85,-1.6062000000000003,-12,16.6062,13.393799999999999
85,89,96,94,-0.9073000000000002,-11,15.9073,14.0927
93,97,102,101,-0.8083,-10,15.8083,14.1917
101,106,110,108,-0.4091,-8,15.4091,14.5909
112,116,118,117,-0.5098,-7,15.5098,14.4902
118,123,125,124,-0.41040000000000004,-6,15.4104,14.5896
128,132,131,131,-0.3109,-5,15.3109,14.6891
137,143,140,138,0.3889000000000001,-2,14.6111,15.3889
144,149,146,145,-0.5114000000000001,-3,15.5114,14.4886
156,162,158,154,-0.0116,-2,15.0116,14.9884
162,169,166,161,-0.5119,-3,15.5119,14.4881
174,180,178,171,-0.6123000000000001,-4,15.6123,14.3877
183,191,187,178,-0.4127,-4,15.4127,14.5873
190,199,194,184,-0.4131,-4,15.4131,14.5869
198,206,200,191,-0.41350000000000003,-4,15.4135,14.5865
206,215,208,200,0.18630000000000002,-2,14.8137,15.1863
214,223,217,207,-0.2139,-2,15.2139,14.7861
224,232,226,217,-0.2141,-2,15.2141,14.7859
229,240,232,222,-0.21430000000000002,-2,15.2143,14.7857
238,251,241,231,-0.5146000000000001,-3,15.5146,14.4854
243,257,246,236,-0.615,-4,15.615,14.385
253,268,257,246,-0.41540000000000005,-4,15.4154,14.5846
260,276,264,251,-0.4158,-4,15.4158,14.5842
268,283,271,258,-0.4162,-4,15.4162,14.5838
276,293,279,265,0.1836,-2,14.8164,15.1836
284,301,288,271,-0.8168,-4,15.8168,14.1832
293,310,297,279,-0.4172,-4,15.4172,14.5828
299,316,305,285,-0.7177,-5,15.7177,14.2823
305,325,313,294,-1.4185,-8,16.4185,13.5815
312,334,321,302,-1.1194,-9,16.1194,13.8806
322,343,328,310,-0.32010000000000005,-7,15.3201,14.6799
330,353,336,317,-0.42070000000000013,-6,15.4207,14.5793
342,363,344,326,-0.021100000000000008,-4,15.0211,14.9789
352,373,354,335,0.4788000000000001,-1,14.5212,15.4788
365,385,365,346,-0.4214,-2,15.4214,14.5786
374,395,373,354,0.37860000000000005,0,14.6214,15.3786
381,404,380,360,0.2787,1,14.7213,15.2787
389,415,392,371,-0.8215000000000001,-2,15.8215,14.1785
400,424,400,378,0.0784,-1,14.9216,15.0784
406,430,406,383,0.1784,0,14.8216,15.1784
415,438,414,390,-0.3217,-1,15.3217,14.6783
422,448,421,395,0.47840000000000005,1,14.5216,15.4784
429,458,429,404,-0.22160000000000002,0,15.2216,14.7784
433,463,433,408,-0.0216,0,15.0216,14.9784
443,474,443,416,-0.0216,0,15.0216,14.9784
452,485,452,427,-0.0216,0,15.0216,14.9784
457,490,459,432,-0.0216,0,15.0216,14.9784
463,498,465,439,-0.6218,-2,15.6218,14.3782
471,507,474,447,-0.5221,-3,15.5221,14.4779
479,515,480,455,-0.022299999999999986,-2,15.0223,14.9777
482,520,484,458,0.0776,-1,14.9224,15.0776
490,529,491,466,-0.12250000000000001,-1,15.1225,14.8775
496,536,496,473,0.17750000000000002,0,14.8225,15.1775
501,542,502,480,-0.022500000000000003,0,15.0225,14.9775
507,552,509,487,-0.3226,-1,15.3226,14.6774
512,557,514,492,-0.4228,-2,15.4228,14.5772
522,566,524,502,-0.223,-2,15.223,14.777
531,575,530,507,0.0769,-1,14.9231,15.0769
537,582,537,514,0.7771000000000001,2,14.2229,15.7771
545,591,544,522,-0.1228,1,15.1228,14.8772
554,601,553,529,0.07730000000000001,1,14.9227,15.0773
562,612,562,537,-0.2227,0,15.2227,14.7773
566,618,568,542,-0.32280000000000003,-1,15.3228,14.6772
572,625,575,549,-0.7231000000000001,-3,15.7231,14.2769
580,633,582,555,-0.023299999999999987,-2,15.0233,14.9767
586,639,588,561,-0.2235,-2,15.2235,14.7765
594,648,596,571,-0.5238,-3,15.5238,14.4762
604,658,606,581,-0.32410000000000005,-3,15.3241,14.6759
611,667,612,588,-0.02429999999999999,-2,15.0243,14.9757
619,676,619,597,0.37570000000000003,0,14.6243,15.3757
625,683,624,604,0.27580000000000005,1,14.7242,15.2758
631,690,631,611,0.07590000000000001,1,14.9241,15.0759
638,700,640,617,-0.5242,-1,15.5242,14.4758
642,706,645,622,-0.4244,-2,15.4244,14.5756
650,714,653,630,-0.5247,-3,15.5247,14.4753
659,722,659,637,-0.024900000000000005,-2,15.0249,14.9751
665,730,665,643,0.37510000000000004,0,14.6249,15.3751
672,739,674,652,-0.325,-1,15.325,14.675
677,746,680,657,-0.4252,-2,15.4252,14.5748
683,754,686,665,-0.5255000000000001,-3,15.525500000000001,14.474499999999999
690,761,693,671,-0.32580000000000003,-3,15.3258,14.6742
699,770,701,678,-0.025999999999999995,-2,15.026,14.974
704,776,706,685,0.0739,-1,14.9261,15.0739
709,782,711,690,-0.1262,-1,15.1262,14.8738
718,791,720,699,-0.4264,-2,15.4264,14.5736
724,798,726,704,-0.22660000000000002,-2,15.2266,14.7734
734,807,733,713,0.0733,-1,14.9267,15.0733
740,814,741,722,0.1733,0,14.8267,15.1733
749,825,751,732,-0.6269,-2,15.6269,14.3731
758,835,761,742,-0.22710000000000002,-2,15.2271,14.7729
767,843,769,752,-0.2273,-2,15.2273,14.7727
773,852,777,760,-0.2275,-2,15.2275,14.7725
781,860,785,770,-0.8279000000000001,-4,15.8279,14.1721
788,867,792,778,-0.4283,-4,15.4283,14.5717
799,879,802,789,-0.12860000000000005,-3,15.1286,14.8714
807,887,808,798,-0.629,-4,15.629,14.371
813,894,816,804,0.1708,-2,14.8292,15.1708
819,903,822,812,-0.5295000000000001,-3,15.5295,14.4705
826,911,829,817,-0.32980000000000004,-3,15.3298,14.6702
837,922,839,828,-0.03,-2,15.03,14.97
849,932,850,838,-0.5303,-3,15.5303,14.4697
859,941,858,847,0.8698,1,14.1302,15.8698
869,952,868,856,0.37,2,14.63,15.37
877,960,875,863,-0.12990000000000002,1,15.1299,14.8701
883,968,882,870,-0.22990000000000002,0,15.2299,14.7701
888,976,889,877,-0.029900000000000003,0,15.0299,14.9701
895,983,897,886,-0.33,-1,15.33,14.67
900,988,902,891,-0.4302,-2,15.4302,14.5698
